student_id,age,gender,first_generation_college,international_student,residency_status,high_school_gpa,sat_score,act_score,advanced_courses_taken,extracurricular_activities,major,enrollment_status,semester_credits,admission_type,starting_semester,family_income,financial_aid_received,pell_grant_eligible (scholarship),student_loan_amount,has_campus_job,current_gpa,credits_completed,courses_failed,courses_withdrawn,attendance_rate,study_hours_per_week,library_visits_per_month,tutoring_sessions_attended,advisor_meetings,clubs_joined,living_arrangement,has_disability,distance_from_campus_miles,work_hours_per_week,dropped_out
STU_00011143,17,Female,Yes,No,Out-of-state,3.17,1192,24,1,5,Arts & Sciences,Full-time,15,Regular,Spring,$100k+,Yes,No,5897,No,3.7,95,0,0,78.7,3,4,3,1,3,Off-campus,No,1,0,No
STU_00011144,21,Female,No,No,In-state,3.44,1091,24,8,1,Arts & Sciences,Full-time,18,Early Decision,Fall,$30k-$60k,Yes,Yes,2829,Yes,2.88,25,1,0,77.6,10,4,0,2,2,On-campus,No,25,4,No
STU_00011145,18,Female,No,No,In-state,2.82,1026,30,5,3,Business,Full-time,15,Regular,Fall,$100k+,Yes,Yes,26174,No,2.78,120,2,0,65.9,20,4,4,0,1,Commuter,No,4,6,Yes
STU_00011146,17,Female,No,No,In-state,2.9,1105,21,3,3,Engineering,Full-time,15,Regular,Summer,$30k-$60k,Yes,No,15419,Yes,2.85,28,1,0,92.3,9,1,1,3,0,Off-campus,No,18,11,No
STU_00011147,23,Female,Yes,No,Out-of-state,3.76,1038,29,3,2,Business,Full-time,12,Regular,Summer,$30k-$60k,No,No,853,Yes,3.31,5,1,0,90.5,7,5,2,4,1,At home,No,9,14,No
STU_00011148,19,Male,Yes,No,In-state,2.66,1172,22,3,2,Health Sciences,Part-time,3,Regular,Fall,$30k-$60k,Yes,Yes,7701,Yes,2.95,57,0,0,89.4,5,4,1,1,3,On-campus,Yes,9,14,No
STU_00011149,17,Male,No,No,In-state,2.55,1080,21,2,5,Arts & Sciences,Full-time,15,Regular,Fall,<$30k,Yes,Yes,27580,No,2.85,31,1,0,82.5,0,3,4,0,6,On-campus,No,1,5,Yes
STU_00011150,24,Male,Yes,No,In-state,3.86,1166,20,3,0,Health Sciences,Full-time,15,Regular,Fall,<$30k,No,Yes,3075,Yes,2.89,1,0,0,70.2,5,2,1,3,2,On-campus,No,45,0,No
STU_00011151,18,Male,No,No,In-state,2.39,1233,21,3,2,Arts & Sciences,Part-time,9,Regular,Spring,$30k-$60k,Yes,No,9806,No,2.63,3,0,1,72.1,10,1,2,2,0,On-campus,No,10,18,No
STU_00011152,24,Female,Yes,No,In-state,3.36,,26,1,0,Engineering,Full-time,15,Regular,Fall,<$30k,No,Yes,9738,Yes,2.55,53,1,0,80.5,6,6,2,1,4,On-campus,No,35,27,Yes
STU_00011153,25,Male,No,No,Out-of-state,4,1184,22,3,2,Engineering,Full-time,12,Regular,Fall,<$30k,Yes,No,18678,No,2.67,120,3,1,68,9,7,1,3,2,Off-campus,Yes,48,1,Yes
STU_00011154,20,Female,Yes,No,In-state,3.68,1014,23,3,1,Arts & Sciences,Full-time,15,Regular,Fall,$30k-$60k,No,No,23474,Yes,,24,0,0,82.4,1,5,4,2,4,Off-campus,No,23,24,No
STU_00011155,20,Male,No,Yes,In-state,3.16,1181,26,7,3,Arts & Sciences,Full-time,15,Regular,Fall,$60k-$100k,No,No,569,No,3.07,120,0,0,65.9,15,3,4,1,1,On-campus,No,7,2,Yes
STU_00011156,17,Female,Yes,No,In-state,3.69,1236,25,4,3,Arts & Sciences,Full-time,15,Regular,Fall,$100k+,Yes,No,21380,Yes,3.46,53,1,0,79.9,7,1,2,2,2,On-campus,No,1,7,No
STU_00011157,17,Female,No,No,In-state,4,1167,20,4,0,Computer Science,Part-time,3,Regular,Fall,$100k+,No,No,31836,No,3.05,49,0,0,46.9,3,3,1,0,0,On-campus,No,8,4,Yes
STU_00011158,19,Male,No,No,In-state,3.4,1243,20,1,4,Engineering,Part-time,6,Regular,Fall,$30k-$60k,Yes,No,11643,No,3.61,96,1,1,75.8,17,4,1,2,3,Off-campus,No,1,12,No
STU_00011159,18,Female,Yes,Yes,Out-of-state,3.03,1033,24,2,2,Health Sciences,Full-time,15,Regular,Fall,$30k-$60k,Yes,No,1781,No,2.6,14,0,1,85.1,42,4,6,3,1,On-campus,No,8,4,No
STU_00011160,17,Female,No,No,Out-of-state,3.57,1235,25,9,2,Education,Full-time,15,Regular,Fall,$60k-$100k,Yes,No,9675,Yes,2.34,52,1,1,,0,7,3,2,1,Commuter,No,8,4,No
STU_00011161,23,Male,Yes,No,In-state,3.42,1147,24,3,1,Computer Science,Full-time,12,Regular,Spring,$30k-$60k,Yes,No,26695,Yes,3.59,36,0,1,66.3,3,3,4,1,2,Off-campus,No,41,10,Yes
STU_00011162,20,Female,No,Yes,Out-of-state,3.4,1179,24,1,3,Engineering,Full-time,12,Early Decision,Fall,$100k+,No,No,26877,Yes,3.27,2,0,0,76.3,14,4,2,0,0,On-campus,No,9,12,No
STU_00011163,18,Male,Yes,No,In-state,3.23,1256,20,0,5,Arts & Sciences,Full-time,12,Regular,Fall,<$30k,Yes,No,8446,No,,40,1,0,90.3,60,3,0,0,0,On-campus,No,5,8,Yes
STU_00011164,19,Female,No,No,In-state,3.7,1000,19,5,2,Business,Full-time,18,Early Decision,Spring,<$30k,Yes,Yes,3591,No,2.63,17,1,0,70.2,29,5,4,4,2,Commuter,No,0,4,No
STU_00011165,27,Female,No,No,In-state,4,1070,24,3,2,Education,Part-time,9,Regular,Fall,<$30k,Yes,No,5797,No,2.29,16,2,0,84.1,2,2,2,1,1,At home,No,11,6,No
STU_00011166,21,Male,No,No,In-state,2.96,1320,23,2,5,Social Sciences,Full-time,18,Regular,Summer,$30k-$60k,No,Yes,6208,No,3.47,42,0,0,94.8,38,3,4,0,1,On-campus,No,17,0,No
STU_00011167,17,Male,No,No,In-state,3.69,1214,21,3,3,Computer Science,Full-time,12,Regular,Spring,$60k-$100k,Yes,Yes,10757,No,2.66,75,0,3,89.1,12,6,3,1,0,On-campus,No,8,6,No
STU_00011168,23,Male,No,Yes,In-state,2.69,973,30,2,2,Social Sciences,Full-time,15,Regular,Fall,$30k-$60k,Yes,No,1107,No,3.18,79,0,0,83.9,6,1,0,2,3,On-campus,No,49,4,No
STU_00011169,23,Female,No,No,International,2.51,912,24,3,3,Engineering,Full-time,15,Early Decision,Spring,$60k-$100k,Yes,No,16083,Yes,1.38,120,2,0,90.4,16,1,1,1,1,Off-campus,No,4,6,Yes
STU_00011170,21,Male,No,No,In-state,3.6,1128,24,2,3,Health Sciences,Full-time,12,Regular,Fall,$100k+,No,Yes,6876,No,2.44,63,0,0,,11,3,1,0,2,At home,No,1,2,Yes
STU_00011171,21,Female,No,No,In-state,3.23,1314,25,8,2,Computer Science,Part-time,3,Regular,Fall,$100k+,Yes,No,23557,Yes,2.84,15,1,2,92.7,6,3,3,0,1,On-campus,No,1,13,No
STU_00011172,18,Male,No,No,In-state,3.15,985,29,1,1,Education,Full-time,18,Regular,Fall,$100k+,No,No,17261,No,3.92,32,3,1,79,1,3,1,4,1,At home,No,5,33,Yes
STU_00011173,17,Male,Yes,No,In-state,4,1026,16,3,1,Health Sciences,Part-time,6,Transfer,Fall,$30k-$60k,Yes,Yes,21751,No,2.4,30,2,1,80,0,5,4,1,0,On-campus,No,8,10,Yes
STU_00011174,19,Non-binary,Yes,No,Out-of-state,2.57,1436,27,3,2,Computer Science,Full-time,15,Regular,Fall,<$30k,No,No,8220,No,3.49,120,0,1,84.3,42,5,0,0,2,Off-campus,No,70,13,No
STU_00011175,23,Male,No,No,In-state,2.82,1210,25,2,4,Computer Science,Full-time,18,Early Decision,Fall,$30k-$60k,Yes,Yes,44079,No,2.74,57,1,0,45.3,1,3,0,4,1,At home,No,32,8,Yes
STU_00011176,19,Female,No,No,In-state,2.76,1064,23,5,1,Computer Science,Full-time,15,Regular,Fall,$30k-$60k,Yes,No,13031,Yes,1.42,51,1,1,87.5,15,4,0,2,1,Off-campus,Yes,1,32,No
STU_00011177,17,Female,Yes,Yes,Out-of-state,2.24,1339,23,1,2,Computer Science,Full-time,12,Regular,Fall,$100k+,Yes,Yes,7419,Yes,3.4,26,1,1,79.5,0,5,1,3,1,On-campus,No,5,0,No
STU_00011178,17,Female,No,No,Out-of-state,2.5,1185,27,4,4,Engineering,Full-time,12,Regular,Fall,$30k-$60k,Yes,No,5048,No,1.3,22,5,0,85.2,32,4,5,2,1,On-campus,No,23,3,No
STU_00011179,17,Male,Yes,No,In-state,4,1250,25,2,3,Business,Full-time,15,Regular,Fall,$60k-$100k,No,No,13144,No,3.86,12,0,1,57.3,11,4,1,0,2,At home,No,11,2,Yes
STU_00011180,20,Female,Yes,No,In-state,3.18,800,23,1,2,Business,Full-time,18,Early Decision,Fall,$60k-$100k,No,No,7808,Yes,2.69,70,1,1,97.2,9,6,1,0,1,Off-campus,No,7,8,No
STU_00011181,17,Female,Yes,No,In-state,3.5,1045,28,1,1,Business,Part-time,3,Regular,Fall,$60k-$100k,No,Yes,1528,No,0.47,48,1,0,88.8,6,2,0,2,1,Commuter,No,0,0,Yes
STU_00011182,24,Female,Yes,Yes,In-state,3.48,1151,27,7,3,Business,Full-time,12,Early Decision,Fall,<$30k,Yes,No,9388,No,3.38,4,3,0,63.8,17,4,3,3,0,On-campus,No,25,6,Yes
STU_00011183,17,Male,No,No,In-state,3.17,1254,18,3,2,Arts & Sciences,Full-time,15,Regular,Fall,$60k-$100k,Yes,Yes,9928,No,1.16,120,2,0,63.8,2,4,4,2,1,Commuter,Yes,26,3,Yes
STU_00011184,20,Male,No,Yes,International,3.43,1266,24,4,3,Business,Full-time,12,Early Decision,Fall,$100k+,Yes,Yes,5768,Yes,2.57,11,2,0,73.8,8,5,4,2,2,On-campus,No,27,5,Yes
STU_00011185,20,Female,No,Yes,In-state,3.35,1249,19,6,0,Engineering,Full-time,18,Early Decision,Fall,$60k-$100k,No,No,26825,Yes,3.58,23,0,0,90.6,0,4,3,2,3,On-campus,No,27,1,No
STU_00011186,17,Male,No,No,Out-of-state,4,955,19,4,1,Business,Full-time,15,Regular,Fall,$60k-$100k,No,No,2477,No,3.26,120,0,0,90.2,19,2,2,4,1,On-campus,No,17,6,No
STU_00011187,18,Male,Yes,No,In-state,3.41,1300,22,2,4,Engineering,Full-time,12,Regular,Fall,$60k-$100k,No,No,6062,Yes,3.26,38,0,0,76.9,7,5,1,2,2,On-campus,No,9,4,No
STU_00011188,22,Female,No,No,In-state,2.81,1259,31,3,3,Education,Full-time,15,Regular,Fall,$100k+,No,No,9987,No,2.09,34,2,1,76.5,30,3,0,3,0,On-campus,No,8,1,No
STU_00011189,23,Male,No,No,In-state,2.46,1240,21,0,5,Engineering,Full-time,15,Regular,Spring,<$30k,Yes,No,3024,No,3.44,4,2,0,85.2,29,4,1,0,2,At home,No,10,4,No
STU_00011190,19,Male,No,No,International,3.77,1271,26,4,3,Computer Science,Part-time,9,Regular,Fall,$100k+,Yes,Yes,18588,No,4,72,0,1,85.9,31,1,0,0,2,On-campus,No,26,12,No
STU_00011191,17,Female,Yes,No,In-state,2.46,1165,23,3,1,Engineering,Full-time,15,Regular,Fall,$30k-$60k,Yes,No,1771,Yes,2.96,25,1,0,96.2,8,10,1,0,1,Commuter,No,0,2,No
STU_00011192,19,Female,No,No,In-state,3,,22,5,1,Business,Full-time,18,Regular,Fall,$30k-$60k,No,No,15816,No,1.93,28,1,1,72.5,11,5,1,0,3,Commuter,No,2,4,Yes
STU_00011193,17,Female,Yes,No,In-state,4,1076,19,5,4,Business,Full-time,15,Regular,Spring,$100k+,Yes,No,21351,Yes,3.09,12,1,0,51.7,17,2,1,2,1,Off-campus,No,7,15,Yes
STU_00011194,17,Female,Yes,No,In-state,4,1296,21,1,2,Computer Science,Part-time,9,Regular,Fall,$30k-$60k,Yes,No,27770,Yes,3.99,23,2,0,40.2,13,1,1,2,1,Commuter,No,20,22,No
STU_00011195,17,Female,No,No,Out-of-state,3.54,1141,16,2,1,Business,Full-time,18,Regular,Fall,$100k+,Yes,Yes,16884,Yes,4,98,0,1,,20,2,2,1,1,On-campus,No,10,8,No
STU_00011196,17,Male,No,No,International,4,1177,23,5,2,Business,Full-time,12,Regular,Fall,$30k-$60k,Yes,No,25045,No,3.38,41,0,0,79.8,7,2,1,1,3,Commuter,No,6,30,No
STU_00011197,17,Male,Yes,No,In-state,3.08,1109,24,5,4,Business,Full-time,18,Regular,Fall,<$30k,Yes,No,7340,No,4,44,0,0,48.5,22,4,2,0,1,On-campus,No,3,8,Yes
STU_00011198,19,Female,No,No,Out-of-state,2.77,1035,22,4,0,Engineering,Full-time,18,Regular,Spring,$60k-$100k,Yes,Yes,330,No,3.02,42,2,0,45.2,23,7,4,1,2,On-campus,No,0,18,No
STU_00011199,18,Female,Yes,Yes,Out-of-state,3.43,1408,21,2,3,Engineering,Full-time,15,Regular,Fall,$100k+,No,Yes,811,No,2.37,0,0,0,63.6,9,3,0,1,2,On-campus,No,2,12,No
STU_00011200,17,Female,No,No,In-state,3.51,1052,25,4,2,Education,Full-time,12,Regular,Fall,<$30k,No,No,6960,Yes,,41,1,0,81.8,1,4,2,1,2,On-campus,No,13,0,Yes
STU_00011201,17,Female,No,No,In-state,3.48,1223,24,1,3,Arts & Sciences,Full-time,18,Regular,Fall,$60k-$100k,No,No,1691,No,2.64,11,0,1,73.3,10,3,0,3,3,On-campus,No,9,4,No
STU_00011202,18,Female,Yes,No,In-state,2.97,1205,24,3,2,Engineering,Full-time,15,Regular,Fall,<$30k,No,No,4846,Yes,1.96,27,1,1,51.2,60,4,1,2,1,Off-campus,No,3,26,Yes
STU_00011203,20,Female,Yes,No,In-state,2.17,1272,23,2,1,Education,Full-time,18,Regular,Fall,$100k+,No,Yes,32909,No,2.57,6,2,0,88.3,2,4,4,5,1,On-campus,No,0,32,No
STU_00011204,22,Male,Yes,No,In-state,3.25,1162,23,4,3,Health Sciences,Full-time,12,Regular,Spring,<$30k,Yes,No,7348,No,3.29,100,0,1,62.4,4,12,5,2,2,On-campus,No,24,2,No
STU_00011205,19,Female,No,No,International,3.44,1134,21,7,2,Arts & Sciences,Full-time,18,Early Decision,Fall,<$30k,Yes,No,10323,No,3,23,1,1,90.3,29,6,6,0,1,Off-campus,No,23,8,Yes
STU_00011206,19,Female,No,No,In-state,3.28,1518,22,0,4,Engineering,Full-time,18,Transfer,Spring,<$30k,No,Yes,3249,No,2.91,33,2,0,61.2,4,2,1,1,0,On-campus,No,2,34,Yes
STU_00011207,18,Male,No,No,In-state,2.13,1181,27,7,1,Social Sciences,Full-time,12,Regular,Fall,$100k+,Yes,No,19483,No,,7,0,0,92.7,1,3,3,3,2,Off-campus,No,8,16,Yes
STU_00011208,18,Male,No,No,In-state,3.66,1279,23,1,2,Education,Full-time,12,Regular,Summer,$60k-$100k,Yes,No,12221,Yes,2.25,0,0,1,72.7,20,5,5,2,1,On-campus,No,7,6,No
STU_00011209,18,Male,No,No,International,2.92,1371,22,2,3,Education,Full-time,18,Regular,Fall,$100k+,Yes,No,39237,Yes,3.8,46,2,0,78.3,17,5,0,0,1,On-campus,No,7,2,No
STU_00011210,23,Female,No,No,In-state,3.31,1100,21,5,3,Engineering,Full-time,15,Regular,Fall,$60k-$100k,No,No,17153,Yes,3.12,21,1,0,80.9,27,3,0,1,1,On-campus,No,7,3,No
STU_00011211,23,Female,No,No,International,3.51,1113,26,4,0,Education,Full-time,15,Regular,Fall,$60k-$100k,Yes,No,1827,No,4,20,0,0,68.5,5,10,1,2,1,On-campus,Yes,41,5,No
STU_00011212,17,Female,No,No,In-state,3.7,1274,19,2,1,Arts & Sciences,Full-time,15,Regular,Spring,$60k-$100k,No,Yes,2985,Yes,2.82,11,0,0,83.7,1,5,2,0,1,Off-campus,No,2,0,No
STU_00011213,20,Male,Yes,Yes,In-state,3.59,1027,23,8,0,Business,Full-time,18,Early Decision,Fall,$60k-$100k,No,No,3221,No,3.03,46,0,0,88.7,4,6,2,5,2,On-campus,No,9,8,Yes
STU_00011214,17,Male,No,No,In-state,4,1277,16,3,4,Arts & Sciences,Full-time,15,Early Decision,Fall,<$30k,Yes,No,37241,No,4,27,0,0,79.1,39,6,3,0,3,On-campus,No,27,14,No
STU_00011215,19,Female,No,No,In-state,3.51,1276,20,5,1,Business,Full-time,18,Transfer,Summer,$100k+,No,Yes,24864,Yes,3.38,64,0,0,78.5,25,4,3,2,1,At home,No,3,5,No
STU_00011216,20,Female,Yes,No,In-state,3.01,1132,24,2,1,Engineering,Part-time,3,Transfer,Fall,$60k-$100k,Yes,No,34785,No,2.24,60,0,0,91.2,2,4,3,0,2,Off-campus,No,44,5,Yes
STU_00011217,18,Male,No,No,In-state,3.21,1215,17,2,1,Arts & Sciences,Full-time,18,Regular,Fall,$60k-$100k,Yes,No,56061,Yes,1.67,10,1,2,74.7,4,5,1,2,3,Off-campus,No,0,15,No
STU_00011218,17,Female,No,No,International,3.32,1154,24,1,2,Arts & Sciences,Full-time,18,Regular,Spring,$100k+,No,Yes,11275,No,3.32,114,2,0,83.4,11,3,2,1,1,Off-campus,No,28,22,Yes
STU_00011219,22,Male,No,No,Out-of-state,3.87,947,31,3,1,Arts & Sciences,Full-time,18,Regular,Fall,$100k+,Yes,No,58897,Yes,2.98,100,0,1,81,2,3,1,1,3,Off-campus,Yes,16,6,No
STU_00011220,19,Female,Yes,Yes,In-state,2.72,1138,21,5,2,Education,Full-time,18,Early Decision,Fall,$100k+,No,No,5886,No,3.84,14,0,0,87.8,20,4,3,0,2,Commuter,No,6,13,No
STU_00011221,28,Male,Yes,No,In-state,2.74,1196,21,2,2,Engineering,Full-time,12,Regular,Spring,<$30k,No,No,9591,Yes,3.77,32,0,0,81.1,28,1,1,3,3,Off-campus,No,21,2,No
STU_00011222,18,Male,No,No,Out-of-state,4,1078,27,4,3,Arts & Sciences,Full-time,12,Regular,Fall,$60k-$100k,No,No,33713,Yes,2.24,13,1,1,95.4,21,6,3,4,2,At home,No,3,2,No
STU_00011223,21,Female,No,No,In-state,2.7,1081,22,0,1,Education,Full-time,12,Regular,Fall,$100k+,Yes,Yes,41183,No,2.73,87,5,1,91.1,15,4,1,2,2,On-campus,No,23,40,No
STU_00011224,27,Female,Yes,Yes,In-state,3.44,1486,29,4,4,Engineering,Full-time,12,Regular,Fall,$60k-$100k,Yes,No,21508,No,1.74,83,0,1,78.7,19,8,3,0,2,Commuter,No,2,24,No
STU_00011225,20,Male,Yes,No,In-state,4,1470,27,2,2,Social Sciences,Full-time,12,Regular,Summer,$60k-$100k,No,No,18064,No,3.36,29,1,0,87.9,3,3,1,0,0,Off-campus,No,2,5,No
STU_00011226,19,Male,No,No,In-state,4,1174,25,4,3,Arts & Sciences,Part-time,3,Regular,Spring,$30k-$60k,Yes,No,8250,No,2.63,61,0,0,,7,6,2,4,1,On-campus,No,11,3,No
STU_00011227,17,Female,No,No,In-state,3.67,1186,25,4,3,Arts & Sciences,Full-time,18,Transfer,Spring,$60k-$100k,Yes,No,10853,No,1.8,7,3,0,63.8,19,5,2,1,2,Commuter,Yes,10,2,No
STU_00011228,19,Female,No,No,In-state,3.34,1129,25,0,2,Education,Full-time,18,Regular,Spring,$100k+,Yes,No,3195,No,2.78,93,1,1,71.6,14,5,3,0,0,Off-campus,No,2,7,No
STU_00011229,19,Female,No,No,In-state,3.54,1266,26,7,4,Arts & Sciences,Full-time,18,Regular,Spring,$30k-$60k,Yes,Yes,10319,No,2.81,5,1,0,69.7,12,5,1,2,1,At home,No,77,4,Yes
STU_00011230,19,Female,Yes,No,In-state,3.14,1240,23,3,4,Education,Full-time,15,Regular,Fall,$60k-$100k,Yes,Yes,4245,No,2.94,24,0,0,83.6,5,2,0,1,0,At home,No,12,4,No
STU_00011231,17,Male,Yes,No,In-state,3.36,1280,20,3,3,Engineering,Part-time,3,Regular,Fall,$100k+,Yes,No,8768,No,1.8,26,1,1,82.4,2,5,1,0,2,On-campus,No,11,20,Yes
STU_00011232,19,Male,Yes,No,In-state,2.52,1230,16,3,0,Arts & Sciences,Full-time,18,Early Decision,Fall,<$30k,Yes,No,10010,No,,75,3,0,79.6,0,6,0,1,0,Commuter,No,3,5,No
STU_00011233,20,Male,Yes,No,In-state,2.68,1271,22,3,1,Computer Science,Full-time,12,Regular,Spring,$100k+,Yes,Yes,15104,No,,11,2,0,70.3,0,3,1,0,3,At home,Yes,60,26,No
STU_00011234,18,Male,Yes,No,In-state,3.33,1126,25,1,2,Arts & Sciences,Part-time,6,Early Decision,Fall,$60k-$100k,Yes,No,10139,No,3.9,87,1,0,75.7,7,6,1,1,2,On-campus,No,41,10,No
STU_00011235,17,Male,Yes,No,In-state,2.99,1092,22,4,2,Business,Part-time,6,Early Decision,Fall,$30k-$60k,No,No,6980,No,2.68,21,1,0,56.8,26,3,3,2,2,On-campus,No,17,14,Yes
STU_00011236,21,Female,No,Yes,In-state,3.55,1245,27,1,3,Business,Full-time,15,Regular,Spring,$30k-$60k,Yes,No,3576,No,3.03,26,3,1,87.4,7,2,0,1,1,On-campus,No,10,18,No
STU_00011237,18,Female,Yes,No,In-state,3.35,1195,18,3,2,Education,Full-time,12,Regular,Fall,$100k+,Yes,Yes,2549,No,3.27,87,2,0,87.8,9,6,1,1,2,Off-campus,No,9,4,No
STU_00011238,21,Female,No,No,In-state,3.04,1083,18,3,3,Business,Full-time,12,Regular,Fall,$60k-$100k,Yes,Yes,6975,No,2.57,33,2,0,64.9,4,4,4,2,2,Off-campus,No,0,6,No
STU_00011239,22,Male,No,No,In-state,3.34,898,24,5,2,Arts & Sciences,Part-time,6,Regular,Fall,$30k-$60k,Yes,No,13164,Yes,3.73,14,1,1,84.5,6,2,5,2,1,On-campus,No,31,2,Yes
STU_00011240,22,Female,No,No,In-state,3.08,1193,24,4,1,Arts & Sciences,Full-time,15,Transfer,Summer,$100k+,Yes,No,21697,No,3.1,4,3,1,81.3,25,3,2,2,3,At home,No,25,3,No
STU_00011241,18,Male,No,No,In-state,3.21,1290,26,2,3,Arts & Sciences,Full-time,15,Regular,Fall,$60k-$100k,Yes,Yes,674,No,4,120,1,1,65.9,15,2,5,1,1,At home,No,0,2,No
STU_00011242,17,Male,Yes,No,In-state,3.46,910,24,4,4,Social Sciences,Full-time,18,Regular,Spring,$100k+,No,No,13278,No,3.4,14,0,0,77.5,22,7,1,0,0,Commuter,No,4,0,Yes
STU_00011243,20,Male,No,No,In-state,3.99,1204,22,7,2,Computer Science,Full-time,18,Regular,Fall,$60k-$100k,Yes,No,4115,No,3.03,3,1,0,70,11,3,2,2,2,On-campus,No,7,0,No
STU_00011244,21,Male,No,No,In-state,3.2,860,18,4,3,Engineering,Full-time,18,Regular,Spring,$30k-$60k,Yes,No,26488,No,3.19,104,1,0,83.3,23,4,2,0,3,Off-campus,No,6,8,No
STU_00011245,21,Female,No,No,Out-of-state,3.49,1042,23,3,1,Health Sciences,Full-time,15,Regular,Fall,$60k-$100k,Yes,Yes,7891,No,2.83,35,0,0,77.2,16,4,0,0,0,Commuter,No,10,3,No
STU_00011246,22,Female,No,No,Out-of-state,3.05,1334,20,2,2,Arts & Sciences,Full-time,18,Regular,Fall,$100k+,Yes,No,17751,No,3.26,20,1,0,69.4,5,6,2,3,1,On-campus,No,10,18,No
STU_00011247,17,Female,Yes,No,International,2.44,1128,29,4,3,Education,Full-time,12,Regular,Fall,<$30k,Yes,Yes,21497,No,3.61,31,1,1,95.1,1,2,0,2,2,Off-campus,No,7,0,Yes
STU_00011248,17,Female,No,No,In-state,2.66,1151,32,4,0,Business,Full-time,12,Regular,Fall,<$30k,Yes,Yes,23960,No,2.93,9,0,1,68.6,11,10,0,2,1,Off-campus,No,20,17,No
STU_00011249,17,Male,No,No,International,3.57,1252,24,1,2,Engineering,Full-time,12,Transfer,Fall,$60k-$100k,No,No,38599,No,3.35,11,1,0,95.3,9,8,4,2,1,On-campus,No,12,19,No
STU_00011250,24,Male,No,No,In-state,3.56,1113,21,3,3,Engineering,Full-time,18,Early Decision,Fall,$60k-$100k,Yes,Yes,4745,Yes,2.85,15,1,1,60.6,4,3,2,0,0,Off-campus,No,0,4,No
STU_00011251,24,Female,No,No,International,2.58,1109,18,4,1,Engineering,Part-time,6,Regular,Spring,<$30k,Yes,No,55864,No,2.7,17,0,0,61.7,31,4,7,0,1,Commuter,No,14,3,Yes
STU_00011252,25,Male,Yes,No,International,2.63,1121,23,2,4,Arts & Sciences,Full-time,18,Regular,Fall,$100k+,Yes,No,383,No,3.36,69,3,0,94,18,9,2,1,2,Commuter,No,5,14,No
STU_00011253,17,Male,No,No,In-state,3.01,1147,21,2,4,Engineering,Part-time,6,Early Decision,Fall,$100k+,Yes,Yes,2934,No,3.22,8,2,0,17,0,4,0,1,4,On-campus,No,0,1,Yes
STU_00011254,17,Female,No,No,Out-of-state,3.19,,24,4,2,Education,Full-time,18,Early Decision,Fall,$100k+,No,Yes,878,No,2.25,3,1,0,91.1,10,3,2,1,1,Off-campus,No,68,2,Yes
STU_00011255,17,Male,No,No,In-state,2.54,,23,4,2,Business,Full-time,18,Early Decision,Spring,$60k-$100k,Yes,No,9373,No,2.69,99,1,1,83,7,3,0,2,0,Commuter,No,1,6,No
STU_00011256,17,Male,Yes,Yes,International,2.96,1228,22,5,4,Engineering,Full-time,15,Early Decision,Fall,<$30k,Yes,No,738,Yes,2.67,24,2,0,91.7,13,2,4,1,0,Off-campus,No,6,0,Yes
STU_00011257,20,Female,No,No,In-state,3.12,1246,25,4,3,Engineering,Full-time,18,Regular,Fall,$60k-$100k,No,No,775,No,3.3,57,1,2,73.6,0,7,2,0,1,On-campus,No,38,4,No
STU_00011258,30,Male,No,No,In-state,3.33,1227,16,2,2,Social Sciences,Full-time,12,Regular,Fall,$60k-$100k,Yes,Yes,60710,No,3.81,68,0,0,80.9,10,6,3,1,4,On-campus,No,13,6,No
STU_00011259,25,Male,No,No,In-state,3.25,1218,27,4,4,Business,Part-time,3,Regular,Fall,$30k-$60k,Yes,Yes,7080,No,2.38,13,1,1,,1,2,2,2,0,At home,No,0,4,No
STU_00011260,19,Female,No,No,In-state,2.5,1245,30,3,2,Health Sciences,Full-time,18,Early Decision,Fall,$100k+,Yes,Yes,6529,No,3.03,6,0,0,82,60,6,1,4,1,Commuter,No,0,5,No
STU_00011261,23,Male,No,No,In-state,3.94,1398,23,4,1,Arts & Sciences,Full-time,12,Regular,Fall,$60k-$100k,Yes,No,980,No,3.02,68,2,0,74.3,40,1,2,4,2,Off-campus,No,5,10,No
STU_00011262,19,Male,Yes,No,Out-of-state,2.87,1086,25,3,4,Computer Science,Full-time,15,Regular,Fall,$100k+,Yes,Yes,24235,Yes,2.25,1,2,0,89.1,2,3,2,1,2,On-campus,No,18,8,No
STU_00011263,17,Female,No,No,In-state,3.62,1186,18,2,5,Education,Full-time,15,Regular,Fall,$30k-$60k,No,Yes,18270,No,2.99,10,2,0,88.3,1,4,1,1,5,Commuter,No,3,2,Yes
STU_00011264,19,Female,No,No,International,3.36,1070,16,1,3,Business,Full-time,15,Early Decision,Fall,$100k+,Yes,No,8279,No,3.71,96,1,1,62.4,0,6,1,0,1,Commuter,No,23,5,Yes
STU_00011265,25,Female,No,No,In-state,3.95,1048,21,4,0,Arts & Sciences,Full-time,12,Transfer,Spring,$100k+,Yes,Yes,2045,No,2.44,14,1,0,60,0,3,4,3,3,On-campus,No,25,6,No
STU_00011266,18,Male,No,No,In-state,3.27,1289,21,4,4,Arts & Sciences,Full-time,15,Early Decision,Fall,$100k+,Yes,No,12670,No,,8,0,0,81.9,1,7,1,1,2,Off-campus,No,2,9,No
